"","TransactionID","ClassDesc","DeptDesc","Brand","Units"
"172099",-1127721726,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"172195",-1124019114,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"172430",-1127722478,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"172551",-1124006624,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"172797",-1127722846,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"173357",-1124019328,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"173460",-1124088431,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"173814",-1127573505,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"174165",-1124041028,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"174469",-1127716766,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"174552",-1124006235,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"174700",-1124040894,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"174777",-1127733232,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"175234",-1127721772,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"176215",-1124019639,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"176467",-1127548970,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"176505",-1127589057,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"176807",-1124040909,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"179079",-1127608609,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"179861",-1127588858,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"180061",-1124018923,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"182268",-1127608354,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"182447",-1127589327,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"182661",-1124088298,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",6
"182925",-1127542527,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"183360",-1127547360,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"183504",-1127589523,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"183951",-1127651927,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"184209",-1124088718,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"185607",-1127683306,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"186334",-1127651279,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"186613",-1127573150,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"186695",-1127548710,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"186902",-1124088425,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"186999",-1127650522,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"187171",-1127651522,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"187490",-1127573379,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"189060",-1127589036,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"191208",-1127679368,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"191440",-1127608679,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"192522",-1124018828,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"193103",-1127640942,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"193185",-1127680565,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"193564",-1127725657,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"194788",-1127683586,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"195657",-1127684202,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"196314",-1127685356,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"197450",-1127663232,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"198348",-1127607832,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"198946",-1127637603,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"199415",-1127679617,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"200062",-1127675460,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"200988",-1127726433,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"201874",-1127683235,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"201989",-1127680052,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"202260",-1127691254,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"203078",-1127650527,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"203624",-1127717224,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"203681",-1124010287,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"204058",-1124000224,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"204341",-1127652672,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"205441",-1127725378,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"206062",-1127637834,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"206844",-1124031086,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"207029",-1123999902,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"207714",-1127650604,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"208064",-1127684500,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"208896",-1127730541,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"210304",-1124009976,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"210374",-1124031065,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"210725",-1124010097,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"210771",-1127719899,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"210911",-1124009586,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"210913",-1124009580,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"210980",-1127719703,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"211806",-1124031199,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"211947",-1124031259,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"212138",-1124000478,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"212302",-1124010065,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"212495",-1124009552,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"213391",-1124009619,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"213494",-1124051172,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"213628",-1124010291,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"213826",-1124051466,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"214538",-1124010428,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"214685",-1124051387,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"214730",-1127682957,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"215834",-1124009857,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"215928",-1124009455,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"216288",-1124009418,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"216336",-1124046264,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"216527",-1124031151,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"216631",-1124051200,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"217821",-1127398379,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",6
"217894",-1127378685,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"218163",-1127398038,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"218623",-1127398563,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"220611",-1127398684,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"221286",-1127433148,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"221818",-1127414329,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"222389",-1127440646,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"223463",-1127452198,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"224116",-1127450719,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"224146",-1127454669,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"224371",-1127433215,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"224652",-1127433216,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"226687",-1127450493,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"227627",-1127448433,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"227663",-1127451130,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"227795",-1127454489,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"227875",-1127452013,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"228399",-1127475040,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"230015",-1127450892,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"230071",-1127452883,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"230800",-1127451013,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"232009",-1127475088,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"232542",-1127475783,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"233802",-1127503359,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"233978",-1127475156,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"234080",-1127474792,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"235414",-1127490546,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"235599",-1127504225,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"235663",-1127490287,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"235928",-1127507082,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"236214",-1127528458,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"237857",-1127547527,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"238500",-1127542979,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"238766",-1123847191,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"238988",-1123833256,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"239215",-1123846075,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"239339",-1127528700,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"241096",-1127547979,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"242211",-1123847384,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"242449",-1123904434,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"242521",-1123846654,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"242937",-1123833305,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"243764",-1127405921,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"244080",-1127404967,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"245405",-1123846728,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"245496",-1123846247,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"246983",-1127405064,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"247832",-1127418985,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"248744",-1123934319,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"248818",-1127405147,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"249258",-1127418445,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"249422",-1127405373,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"250485",-1127468586,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"250834",-1127405648,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"251530",-1127456072,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"252142",-1127405416,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"252290",-1127419026,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"252726",-1127477001,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"253884",-1127455658,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"254148",-1127405923,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"254395",-1127449426,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"254472",-1127452751,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"254904",-1127468512,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"255810",-1127477049,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"256320",-1127504869,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"256377",-1127476828,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"257937",-1127456154,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"258587",-1127504399,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"258903",-1127468910,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"259110",-1127510170,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"259533",-1127529091,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"260042",-1127504457,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"260161",-1127502123,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"260877",-1127471777,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"261583",-1127469458,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"262691",-1127504468,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"263240",-1127503714,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"265435",-1127510217,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"265595",-1127504912,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"266488",-1127554945,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"266565",-1123835818,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"266714",-1123858719,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"267358",-1127504854,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"267481",-1127504456,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"267485",-1127504911,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"268916",-1127504396,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"269776",-1123835876,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"269918",-1123844553,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"270431",-1123836506,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"271370",-1123836538,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",6
"272319",-1123858307,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"273061",-1127346028,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"274505",-1123858293,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"275850",-1127345881,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"276508",-1127338923,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"276893",-1127341389,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"277971",-1123944695,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"278246",-1123948619,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"278296",-1127386282,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"278354",-1127346877,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"279648",-1127347831,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"280515",-1127406516,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"282819",-1127406072,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"283163",-1127423512,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"283737",-1127424851,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"284573",-1127340439,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"285289",-1127406196,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"285885",-1127338907,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"286513",-1127344429,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"286667",-1127430175,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"287855",-1127344806,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"289025",-1127477851,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"289537",-1127347060,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"289881",-1127338944,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"289972",-1127347919,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"290064",-1127489978,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"290946",-1127527895,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"291294",-1127361015,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"291501",-1127433392,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"292649",-1127386841,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"293075",-1127348085,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"293511",-1127424587,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"294346",-1127406702,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"294786",-1123802614,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"296497",-1127527547,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"298668",-1127539720,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"300062",-1127489714,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"300772",-1123802421,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"301233",-1127528263,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"301849",-1127423550,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"302146",-1123818911,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"305867",-1127516319,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"306334",-1123844355,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"307080",-1127515907,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"308345",-1123849610,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"308481",-1123885989,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"309192",-1127527598,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"310060",-1127516023,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"310312",-1123879446,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"310491",-1123813115,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"310679",-1127515929,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"311350",-1123818977,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"312315",-1123879396,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"312570",-1123818799,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"312877",-1123842435,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"313141",-1123802444,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"313192",-1127322644,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"313477",-1123818814,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"313780",-1123885432,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"313907",-1123850436,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"315109",-1123844438,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"315284",-1127323935,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"315636",-1127362107,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"316385",-1123879157,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"317012",-1123844589,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"317645",-1127339247,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"319143",-1123879329,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"319842",-1123885343,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",7
"320374",-1127346555,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",3
"320633",-1127346414,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"321032",-1123878777,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"321352",-1127337486,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"322158",-1127323714,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"322360",-1123844783,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"322663",-1123886161,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"322829",-1123922020,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"323525",-1127362941,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"323850",-1127339648,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"323951",-1127361870,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"325508",-1127362043,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"326638",-1127323787,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"328307",-1127347693,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"328822",-1127323747,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"329246",-1127363237,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"329460",-1127337383,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"331330",-1127363004,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",5
"333631",-1123885872,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"333673",-1127515360,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"334088",-1127418251,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"334349",-1127323394,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"334964",-1127475836,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"334978",-1127407940,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"335428",-1127331114,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"336118",-1127424033,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",5
"341849",-1127402078,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"342279",-1127439250,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",4
"343389",-1127423983,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"343661",-1127397352,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"343829",-1127397125,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"344051",-1127480197,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"346234",-1127450541,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"346301",-1123855070,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"347162",-1127412680,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",2
"347593",-1127449920,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"347624",-1127409156,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"348251",-1127527415,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"348357",-1127450276,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"349200",-1123854886,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
"349429",-1123899472,"NON-CARBONATED DROPSHIP","CANDY & SNACKS","RED BULL",1
